pc_reads_total	n_reads_clade	n_reads_direct	n_minimizers_total	n_minimizers_distinct	rank	taxid	name	sample
0	154	154	763	692	S1	479434	Sphaerobacter thermophilus DSM 20745	AP-DNA-2
0	34	0	174	157	O	189776	Thermomicrobiales	AP-DNA-2
0	34	0	174	157	F	189777	Thermomicrobiaceae	AP-DNA-2
0	34	0	174	157	G	499	Thermomicrobium	AP-DNA-2
0	34	0	174	157	S	500	Thermomicrobium roseum	AP-DNA-2
0	34	34	174	157	S1	309801	Thermomicrobium roseum DSM 5159	AP-DNA-2
0	127	0	687	616	C	32061	Chloroflexia	AP-DNA-2
0	127	4	687	616	O	32064	Chloroflexales	AP-DNA-2
0	84	0	459	415	O1	1508595	Roseiflexineae	AP-DNA-2
0	84	0	459	415	F	1508635	Roseiflexaceae	AP-DNA-2
0	84	7	459	415	G	120961	Roseiflexus	AP-DNA-2
0	42	0	216	198	G1	2609473	unclassified Roseiflexus	AP-DNA-2
0	42	42	216	198	S	357808	Roseiflexus sp. RS-1	AP-DNA-2
0	35	0	217	197	S	120962	Roseiflexus castenholzii	AP-DNA-2
0	35	35	217	197	S1	383372	Roseiflexus castenholzii DSM 13941	AP-DNA-2
0	39	0	218	192	O1	1508594	Chloroflexineae	AP-DNA-2
0	39	0	218	192	F	1106	Chloroflexaceae	AP-DNA-2
0	39	1	218	192	G	1107	Chloroflexus	AP-DNA-2
0	24	0	122	105	S	1108	Chloroflexus aurantiacus	AP-DNA-2
0	24	24	122	105	S1	324602	Chloroflexus aurantiacus J-10-fl	AP-DNA-2
0	14	0	93	84	S	152260	Chloroflexus aggregans	AP-DNA-2
0	14	14	93	84	S1	326427	Chloroflexus aggregans DSM 9485	AP-DNA-2
0	104	0	604	548	C	1382928	Ardenticatenia	AP-DNA-2
0	104	0	604	548	O	1382929	Ardenticatenales	AP-DNA-2
0	104	0	604	548	F	1382930	Ardenticatenaceae	AP-DNA-2
0	104	0	604	548	G	1988031	Candidatus Promineofilum	AP-DNA-2
0	104	104	604	548	S	1806508	Candidatus Promineofilum breve	AP-DNA-2
0	100	0	442	393	C	2682225	Tepidiformia	AP-DNA-2
0	100	0	442	393	O	2682226	Tepidiformales	AP-DNA-2
0	100	0	442	393	F	2682227	Tepidiformaceae	AP-DNA-2
0	100	0	442	393	G	2682228	Tepidiforma	AP-DNA-2
0	100	100	442	393	S	2601677	Tepidiforma bonchosmolovskayae	AP-DNA-2
0	45	0	264	239	C	475962	Caldilineae	AP-DNA-2
0	45	0	264	239	O	475963	Caldilineales	AP-DNA-2
0	45	0	264	239	F	475964	Caldilineaceae	AP-DNA-2
0	45	0	264	239	G	233191	Caldilinea	AP-DNA-2
0	45	0	264	239	S	133453	Caldilinea aerophila	AP-DNA-2
0	45	45	264	239	S1	926550	Caldilinea aerophila DSM 14535 = NBRC 104270	AP-DNA-2
0	29	0	190	169	C	292625	Anaerolineae	AP-DNA-2
0	29	0	190	169	O	292629	Anaerolineales	AP-DNA-2
0	29	2	190	169	F	292628	Anaerolineaceae	AP-DNA-2
0	12	0	70	66	G	1649478	Pelolinea	AP-DNA-2
0	12	12	70	66	S	913107	Pelolinea submarina	AP-DNA-2
0	8	0	55	52	G	233189	Anaerolinea	AP-DNA-2
0	8	0	55	52	S	167964	Anaerolinea thermophila	AP-DNA-2
0	8	8	55	52	S1	926569	Anaerolinea thermophila UNI-1	AP-DNA-2
0	7	0	52	41	G	2019482	Brevefilum	AP-DNA-2
0	7	7	52	41	S	1986204	Brevefilum fermentans	AP-DNA-2
0	20	0	154	144	C	301297	Dehalococcoidia	AP-DNA-2
0	11	0	55	51	O	1202465	Dehalococcoidales	AP-DNA-2
0	11	0	55	51	F	1202464	Dehalococcoidaceae	AP-DNA-2
0	11	6	55	51	G	61434	Dehalococcoides	AP-DNA-2
0	5	4	37	34	S	61435	Dehalococcoides mccartyi	AP-DNA-2
0	1	1	4	4	S1	243164	Dehalococcoides mccartyi 195	AP-DNA-2
0	9	1	96	91	G	670486	Dehalogenimonas	AP-DNA-2
0	6	6	56	53	S	1839801	Dehalogenimonas formicexedens	AP-DNA-2
0	2	2	36	34	S	1536648	Candidatus Dehalogenimonas etheniformans	AP-DNA-2
0	18	0	139	131	C	388447	Ktedonobacteria	AP-DNA-2
0	18	0	139	131	O	388448	Ktedonobacterales	AP-DNA-2
0	18	0	139	131	F	2692416	Ktedonosporobacteraceae	AP-DNA-2
0	18	0	139	131	G	2692417	Ktedonosporobacter	AP-DNA-2
0	18	18	139	131	S	2509675	Ktedonosporobacter rubrisoli	AP-DNA-2
0	16	0	95	81	P1	167963	Chloroflexi incertae sedis	AP-DNA-2
0	16	0	95	81	G	262406	Thermobaculum	AP-DNA-2
0	16	0	95	81	S	166501	Thermobaculum terrenum	AP-DNA-2
0	16	16	95	81	S1	525904	Thermobaculum terrenum ATCC BAA-798	AP-DNA-2
0	15	0	72	69	C	2364196	Candidatus Thermofonsia	AP-DNA-2
0	15	0	72	69	O	2364208	Phototrophicales	AP-DNA-2
0	15	0	72	69	F	2922432	Phototrophicaceae	AP-DNA-2
0	15	0	72	69	G	2922426	Phototrophicus	AP-DNA-2
0	15	15	72	69	S	2710758	Phototrophicus methaneseepsis	AP-DNA-2
0	76	0	395	360	P	67819	Armatimonadetes	AP-DNA-2
0	63	0	314	290	C	1663419	Fimbriimonadia	AP-DNA-2
0	63	0	314	290	O	1663425	Fimbriimonadales	AP-DNA-2
0	63	0	314	290	F	1663426	Fimbriimonadaceae	AP-DNA-2
0	63	0	314	290	G	1005038	Fimbriimonas	AP-DNA-2
0	63	0	314	290	S	1005039	Fimbriimonas ginsengisoli	AP-DNA-2
0	63	63	314	290	S1	661478	Fimbriimonas ginsengisoli Gsoil 348	AP-DNA-2
0	13	0	79	69	C	1077257	Chthonomonadetes	AP-DNA-2
0	13	0	79	69	O	1077263	Chthonomonadales	AP-DNA-2
0	13	0	79	69	F	1077264	Chthonomonadaceae	AP-DNA-2
0	13	0	79	69	G	1077265	Chthonomonas	AP-DNA-2
0	13	0	79	69	S	454171	Chthonomonas calidirosea	AP-DNA-2
0	13	13	79	69	S1	1303518	Chthonomonas calidirosea T49	AP-DNA-2
0.56	211401	12	1355461	1122531	D1	1783270	FCB group	AP-DNA-2
0.56	210097	26	1349402	1117036	D2	68336	Bacteroidetes/Chlorobi group	AP-DNA-2
0.56	209890	2445	1348077	1115933	P	976	Bacteroidota	AP-DNA-2
0.25	94728	0	586413	422299	C	117743	Flavobacteriia	AP-DNA-2
0.25	94728	777	586413	422299	O	200644	Flavobacteriales	AP-DNA-2
0.18	68387	814	430528	286856	F	2762318	Weeksellaceae	AP-DNA-2
0.1	39017	1635	249181	135848	G	59734	Empedobacter	AP-DNA-2
0.09	33938	33938	196217	110018	S	343874	Empedobacter falsenii	AP-DNA-2
0.01	2572	2572	13018	6263	S	1628248	Empedobacter stercoris	AP-DNA-2
0	872	872	4518	2992	S	247	Empedobacter brevis	AP-DNA-2
0.07	26722	847	158362	133946	F1	2782232	Chryseobacterium group	AP-DNA-2
0.03	12693	171	74193	57475	G	2782229	Epilithonimonas	AP-DNA-2
0.03	11850	11850	68514	52943	S	2487072	Epilithonimonas vandammei	AP-DNA-2
0	672	672	2788	2407	S	1416779	Epilithonimonas zeae	AP-DNA-2
0.03	12294	1937	70165	65083	G	59732	Chryseobacterium	AP-DNA-2
0.01	2551	299	10544	9818	G1	2593645	unclassified Chryseobacterium	AP-DNA-2
0	288	288	904	815	S	2898076	Chryseobacterium sp. C-17	AP-DNA-2
0	268	268	825	784	S	2478663	Chryseobacterium sp. 3008163	AP-DNA-2
0	231	231	1506	1464	S	2758037	Chryseobacterium sp. cx-624	AP-DNA-2
0	168	168	620	584	S	2838877	Chryseobacterium sp. ZHDP1	AP-DNA-2
0	147	147	541	518	S	2864040	Chryseobacterium sp. LJ668	AP-DNA-2
0	140	140	552	511	S	2920939	Chryseobacterium sp. Y16C	AP-DNA-2
0	136	136	529	464	S	2487065	Chryseobacterium sp. G0201	AP-DNA-2
0	107	107	455	427	S	2983606	Chryseobacterium sp. MMS21-Ot14	AP-DNA-2
0	82	82	264	253	S	1721091	Chryseobacterium sp. IHB B 17019	AP-DNA-2
0	79	79	315	269	S	2713414	Chryseobacterium sp. POL2	AP-DNA-2
0	69	69	333	327	S	1871047	Chryseobacterium sp.	AP-DNA-2
0	57	57	224	199	S	878220	Chryseobacterium sp. StRB126	AP-DNA-2
0	56	56	177	164	S	2983267	Chryseobacterium sp. PET-29	AP-DNA-2
0	55	55	230	211	S	2956784	Chryseobacterium sp. CJ51	AP-DNA-2
0	54	54	233	212	S	2594269	Chryseobacterium sp. SNU WT5	AP-DNA-2
0	53	53	214	189	S	2015076	Chryseobacterium sp. T16E-39	AP-DNA-2
0	45	45	204	189	S	2039166	Chryseobacterium sp. 6424	AP-DNA-2
0	42	42	152	144	S	2879939	Chryseobacterium sp. MEBOG07	AP-DNA-2
0	41	41	174	154	S	2879938	Chryseobacterium sp. MEBOG06	AP-DNA-2
0	41	41	152	146	S	2825845	Chryseobacterium sp. PCH239	AP-DNA-2
0	36	36	207	187	S	2487063	Chryseobacterium sp. G0162	AP-DNA-2
0	28	28	134	117	S	2487064	Chryseobacterium sp. G0186	AP-DNA-2
0	23	23	86	80	S	2966625	Chryseobacterium sp. MA9	AP-DNA-2
0	4	4	21	21	S	2856522	Chryseobacterium sp. D764	AP-DNA-2
0	2	2	18	16	S	1932669	Chryseobacterium sp. JV274	AP-DNA-2
0	1501	1501	10369	9975	S	253	Chryseobacterium indologenes	AP-DNA-2
0	1344	1344	5971	5604	S	254	Chryseobacterium indoltheticum	AP-DNA-2
0	994	994	6420	6251	S	651561	Chryseobacterium arthrosphaerae	AP-DNA-2
0	886	886	3308	3043	S	246	Chryseobacterium balustinum	AP-DNA-2
0	594	594	3619	3488	S	536441	Chryseobacterium taklimakanense	AP-DNA-2
0	515	515	2581	2247	S	2754694	Chryseobacterium manosquense	AP-DNA-2
0	278	278	1197	1094	S	1493872	Chryseobacterium shandongense	AP-DNA-2
0	246	246	1204	1175	S	2852098	Chryseobacterium faecale	AP-DNA-2
0	204	204	880	748	S	1124835	Chryseobacterium carnipullorum	AP-DNA-2
0	136	136	587	562	S	250	Chryseobacterium gleum	AP-DNA-2
0	111	111	438	410	S	2929799	Chryseobacterium oryzae	AP-DNA-2
0	109	109	365	334	S	1685010	Chryseobacterium glaciei	AP-DNA-2
0	103	103	425	354	S	1241982	Chryseobacterium nakagawai	AP-DNA-2
0	99	99	434	412	S	2547600	Chryseobacterium salivictor	AP-DNA-2
0	93	93	326	301	S	421058	Chryseobacterium oranimense	AP-DNA-2
0	84	84	429	409	S	1265445	Chryseobacterium camelliae	AP-DNA-2
0	62	62	267	238	S	192389	Chryseobacterium daecheongense	AP-DNA-2
0	60	60	339	321	S	2759528	Chryseobacterium capnotolerans	AP-DNA-2
0	59	59	230	221	S	2497456	Chryseobacterium aureum	AP-DNA-2
0	59	59	246	229	S	2929800	Chryseobacterium suipulveris	AP-DNA-2
0	53	53	235	209	S	1324352	Chryseobacterium gallinarum	AP-DNA-2
0	41	41	217	200	S	1241981	Chryseobacterium lactis	AP-DNA-2
0	41	41	202	179	S	112234	Chryseobacterium joostei	AP-DNA-2
0	38	38	182	171	S	558152	Chryseobacterium piperi	AP-DNA-2
0	35	35	129	118	S	1854498	Chryseobacterium nepalense	AP-DNA-2
0	29	29	143	135	S	1813611	Chryseobacterium cucumeris	AP-DNA-2
0	26	26	83	67	S	1241978	Chryseobacterium bernardetii	AP-DNA-2
0	6	6	26	25	S	1609531	Chryseobacterium rhizoplanae	AP-DNA-2
0	888	51	4638	4344	G	2782231	Kaistella	AP-DNA-2
0	330	3	1803	1722	G1	2762626	unclassified Kaistella	AP-DNA-2
0	157	157	852	822	S	2908645	Kaistella sp. 97-N-M2	AP-DNA-2
0	138	138	769	740	S	2989820	Kaistella sp. BT6-1-3	AP-DNA-2
0	32	32	174	152	S	2878534	Kaistella sp. GW4-15	AP-DNA-2
0	184	184	875	841	S	2487074	Kaistella daneshvariae	AP-DNA-2
0	91	91	500	463	S	2820270	Candidatus Kaistella beijingensis	AP-DNA-2
0	81	81	413	389	S	1241979	Kaistella carnis	AP-DNA-2
0	66	66	308	257	S	266749	Kaistella jeonii	AP-DNA-2
0	51	51	271	231	S	2038776	Kaistella flava (ex Peng et al. 2021)	AP-DNA-2
0	34	34	173	162	S	266748	Kaistella antarctica	AP-DNA-2
0	850	264	5335	4813	G	308865	Elizabethkingia	AP-DNA-2
0	169	112	759	604	S	1117645	Elizabethkingia anophelis	AP-DNA-2
0	56	56	252	182	S1	1338011	Elizabethkingia anophelis NUHP1	AP-DNA-2
0	1	1	6	5	S1	1352940	Elizabethkingia anophelis FMS-007	AP-DNA-2
0	142	142	510	485	S	172045	Elizabethkingia miricola	AP-DNA-2
0	141	0	743	548	G1	2685307	unclassified Elizabethkingia	AP-DNA-2
0	91	91	436	359	S	2575699	Elizabethkingia sp. 2-6	AP-DNA-2
0	37	37	277	164	S	2583851	Elizabethkingia sp. JS20170427COW	AP-DNA-2
0	13	13	30	25	S	2796140	Elizabethkingia sp. M8	AP-DNA-2
0	82	82	645	632	S	238	Elizabethkingia meningoseptica	AP-DNA-2
0	30	30	125	119	S	1756150	Elizabethkingia ursingii	AP-DNA-2
0	22	22	76	62	S	1756149	Elizabethkingia bruuniana	AP-DNA-2
0	587	105	3050	2856	G	501783	Cloacibacterium	AP-DNA-2
0	352	352	1417	1287	S	2004710	Cloacibacterium caeni	AP-DNA-2
0	130	130	478	456	S	237258	Cloacibacterium normanense	AP-DNA-2
0	171	0	907	565	G	2766734	Faecalibacter	AP-DNA-2
0	171	171	907	565	S	2898187	Faecalibacter bovis	AP-DNA-2
0	92	0	710	681	G	1013	Weeksella	AP-DNA-2
0	92	92	710	681	S	1014	Weeksella virosa	AP-DNA-2
0	43	0	223	207	G	1433995	Cruoricaptor	AP-DNA-2
0	43	43	223	207	S	1118202	Cruoricaptor ignavus	AP-DNA-2
0	30	0	229	213	G	34084	Riemerella	AP-DNA-2
0	30	30	229	213	S	34085	Riemerella anatipestifer	AP-DNA-2
0	27	0	117	104	G	59735	Bergeyella	AP-DNA-2
0	27	27	117	104	S	1585976	Bergeyella cardium	AP-DNA-2
0	25	0	171	147	G	1778601	Apibacter	AP-DNA-2
0	19	17	99	83	G1	2630820	unclassified Apibacter	AP-DNA-2
0	1	1	5	5	S	2656761	Apibacter sp. B2966	AP-DNA-2
0	1	1	4	4	S	2704652	Apibacter sp. ESL0432	AP-DNA-2
0	6	6	72	64	S	2500547	Apibacter raozihei	AP-DNA-2
0	9	0	111	94	G	28250	Ornithobacterium	AP-DNA-2
0	9	9	111	94	S	28251	Ornithobacterium rhinotracheale	AP-DNA-2
0.07	25251	991	141772	125404	F	49546	Flavobacteriaceae	AP-DNA-2
0.05	17331	3143	86168	75178	G	237	Flavobacterium	AP-DNA-2
0.02	7311	1002	26967	23021	G1	196869	unclassified Flavobacterium	AP-DNA-2
0	925	925	3756	3543	S	935222	Flavobacterium sp. Sr18	AP-DNA-2
0	896	896	3120	1971	S	2986833	Flavobacterium sp. N2550	AP-DNA-2
0	510	510	2308	2185	S	1179672	Flavobacterium sp. KBS0721	AP-DNA-2
0	315	315	1051	955	S	2739062	Flavobacterium sp. M31R6	AP-DNA-2
0	274	274	910	857	S	1979344	Flavobacterium sp. MDT1-60	AP-DNA-2
0	250	250	875	831	S	2665645	Flavobacterium sp. SLB02	AP-DNA-2
0	217	217	660	588	S	2986823	Flavobacterium sp. N1736	AP-DNA-2
0	194	194	664	594	S	2724135	Flavobacterium sp. CLA17	AP-DNA-2
0	174	174	485	404	S	2893884	Flavobacterium sp. F-70	AP-DNA-2
0	174	174	540	467	S	2986835	Flavobacterium sp. N3904	AP-DNA-2
0	153	153	545	498	S	2937442	Flavobacterium sp. MMS21-Er5	AP-DNA-2
0	143	143	488	417	S	2893886	Flavobacterium sp. F-340	AP-DNA-2
0	137	137	391	330	S	2746225	Flavobacterium sp. K5-23	AP-DNA-2
0	135	135	434	366	S	2893885	Flavobacterium sp. F-323	AP-DNA-2
0	134	134	427	318	S	2893883	Flavobacterium sp. F-29	AP-DNA-2
0	130	130	488	401	S	2478552	Flavobacterium sp. 140616W15	AP-DNA-2
0	125	125	352	304	S	2977321	Flavobacterium sp. TR2	AP-DNA-2
0	124	124	388	343	S	2986829	Flavobacterium sp. N2038	AP-DNA-2
0	98	98	322	251	S	2986827	Flavobacterium sp. N1994	AP-DNA-2
0	89	89	249	223	S	2614441	Flavobacterium sp. LPB0248	AP-DNA-2
0	87	87	300	261	S	2986837	Flavobacterium sp. N502536	AP-DNA-2
0	78	78	268	213	S	2986824	Flavobacterium sp. N1846	AP-DNA-2
0	78	78	268	207	S	2986834	Flavobacterium sp. N2820	AP-DNA-2
0	69	69	213	173	S	2986828	Flavobacterium sp. N2013	AP-DNA-2
0	66	66	319	295	S	2294119	Flavobacterium sp. CJ74	AP-DNA-2
0	65	65	226	165	S	2748319	Flavobacterium sp. I3-2	AP-DNA-2
0	62	62	214	188	S	2845819	Flavobacterium sp. CECT 9288	AP-DNA-2
0	62	62	201	161	S	1751095	Flavobacterium sp. GENT5	AP-DNA-2
0	58	58	226	181	S	2654325	Flavobacterium sp. xlx-214	AP-DNA-2
0	57	57	238	191	S	2986830	Flavobacterium sp. N2155	AP-DNA-2
0	51	51	207	193	S	2989816	Flavobacterium sp. MFBS3-15	AP-DNA-2
0	49	49	215	200	S	907046	Flavobacterium sp. B183	AP-DNA-2
0	44	44	148	113	S	2830782	Flavobacterium sp. KK2020170	AP-DNA-2
0	42	42	159	140	S	2885633	Flavobacterium sp. N1719	AP-DNA-2
0	42	42	189	175	S	2871165	Flavobacterium sp. CHNK8	AP-DNA-2
0	42	42	146	115	S	2870839	Flavobacterium sp. CC-SYL302	AP-DNA-2
0	39	39	177	157	S	2986838	Flavobacterium sp. N502540	AP-DNA-2
0	36	36	171	139	S	2986831	Flavobacterium sp. N2270	AP-DNA-2
0	31	31	173	164	S	408956	Flavobacterium sp. KI723T1	AP-DNA-2
0	24	24	91	71	S	1751056	Flavobacterium sp. SHINM13	AP-DNA-2
0	21	21	75	62	S	1751100	Flavobacterium sp. GENT11	AP-DNA-2
0	9	9	86	51	S	2775246	Flavobacterium sp. CS20	AP-DNA-2
0.01	1990	1990	12280	11596	S	2748320	Flavobacterium inviolabile	AP-DNA-2
0	1653	1653	7391	7046	S	2704140	Flavobacterium bizetiae	AP-DNA-2
0	341	166	1550	1362	S	986	Flavobacterium johnsoniae	AP-DNA-2
0	175	175	639	497	S1	376686	Flavobacterium johnsoniae UW101	AP-DNA-2
0	263	263	1173	1104	S	2249356	Flavobacterium fluviale	AP-DNA-2
0	240	240	833	751	S	1306519	Flavobacterium commune	AP-DNA-2
0	206	206	741	650	S	2518177	Flavobacterium sangjuense	AP-DNA-2
0	171	171	711	633	S	459526	Flavobacterium anhuiense	AP-DNA-2
0	163	163	596	507	S	1492737	Flavobacterium gilvum	AP-DNA-2
0	152	152	486	394	S	2547394	Flavobacterium nackdongense	AP-DNA-2
0	135	135	494	448	S	2183896	Flavobacterium crocinum	AP-DNA-2
0	129	129	526	472	S	2816357	Flavobacterium endoglycinae	AP-DNA-2
0	129	129	446	314	S	1871076	Flavobacterium azooxidireducens	AP-DNA-2
0	119	119	412	290	S	1678728	Flavobacterium kingsejongi	AP-DNA-2
0	101	101	301	255	S	1114861	Flavobacterium collinsii	AP-DNA-2
0	97	96	333	262	S	96345	Flavobacterium psychrophilum	AP-DNA-2
0	1	1	2	2	S1	1452724	Flavobacterium psychrophilum FPG3	AP-DNA-2
0	89	89	335	240	S	1355330	Flavobacterium faecale	AP-DNA-2
0	86	86	301	251	S	2172098	Flavobacterium pallidum	AP-DNA-2
0	83	83	281	211	S	2502784	Flavobacterium cerinum	AP-DNA-2
0	80	80	306	274	S	1617283	Flavobacterium nitrogenifigens	AP-DNA-2
0	67	67	241	176	S	2897181	Flavobacterium channae	AP-DNA-2
0	61	61	260	207	S	2895947	Flavobacterium cyclinae	AP-DNA-2
0	51	0	254	195	S	312277	Flavobacterium indicum	AP-DNA-2
0	51	51	254	195	S1	1094466	Flavobacterium indicum GPTSA100-9 = DSM 17447	AP-DNA-2
0	50	50	180	160	S	2162713	Flavobacterium magnum	AP-DNA-2
0	49	49	203	162	S	1763534	Flavobacterium crassostreae	AP-DNA-2
0	49	49	199	176	S	2602769	Flavobacterium alkalisoli	AP-DNA-2
0	47	47	198	183	S	2175091	Flavobacterium album	AP-DNA-2
0	46	0	171	134	S	55197	Flavobacterium branchiophilum	AP-DNA-2
0	46	46	171	134	S1	1034807	Flavobacterium branchiophilum FL-15	AP-DNA-2
0	45	45	165	120	S	683124	Flavobacterium haoranii	AP-DNA-2
0	40	40	171	131	S	2201181	Flavobacterium sediminis	AP-DNA-2
0	31	31	120	106	S	1784713	Flavobacterium arcticum	AP-DNA-2
0	31	31	108	87	S	2906078	Flavobacterium oreochromis	AP-DNA-2
0	28	28	108	96	S	2906077	Flavobacterium davisii	AP-DNA-2
0	19	17	90	77	S	996	Flavobacterium columnare	AP-DNA-2
0	2	2	8	7	S1	1041826	Flavobacterium columnare ATCC 49512	AP-DNA-2
0	18	18	91	82	S	2856519	Flavobacterium litorale	AP-DNA-2
0	18	18	101	71	S	2906076	Flavobacterium covae	AP-DNA-2
0.01	3695	524	26351	25302	G	1016	Capnocytophaga	AP-DNA-2
0	1085	1085	5942	5694	S	1019	Capnocytophaga sputigena	AP-DNA-2
0	602	73	2850	2756	G1	2640652	unclassified Capnocytophaga	AP-DNA-2
0	333	333	1327	1302	S	2545799	Capnocytophaga sp. FDAARGOS_737	AP-DNA-2
0	102	102	432	410	S	1316596	Capnocytophaga sp. oral taxon 878	AP-DNA-2
0	30	30	112	110	S	1945657	Capnocytophaga sp. H2931	AP-DNA-2
0	27	27	114	106	S	1945658	Capnocytophaga sp. H4358	AP-DNA-2
0	18	18	60	56	S	1705617	Capnocytophaga sp. oral taxon 323	AP-DNA-2
0	11	11	74	74	S	1316593	Capnocytophaga sp. oral taxon 864	AP-DNA-2
0	8	8	46	44	S	2748316	Capnocytophaga sp. oral taxon 902	AP-DNA-2
0	425	425	2658	2552	S	1017	Capnocytophaga gingivalis	AP-DNA-2
0	327	327	1382	1339	S	327575	Capnocytophaga leadbetteri	AP-DNA-2
0	205	205	1134	1098	S	28189	Capnocytophaga cynodegmi	AP-DNA-2
0	195	184	1210	1175	S	28188	Capnocytophaga canimorsus	AP-DNA-2
0	11	11	38	38	S1	860228	Capnocytophaga canimorsus Cc5	AP-DNA-2
0	194	194	960	925	S	2708117	Capnocytophaga endodontalis	AP-DNA-2
0	73	73	265	250	S	1018	Capnocytophaga ochracea	AP-DNA-2
0	51	51	320	293	S	1848904	Capnocytophaga stomatis	AP-DNA-2
0	14	14	75	73	S	45243	Capnocytophaga haemolytica	AP-DNA-2
0	519	6	3389	3270	G	2058174	Antarcticibacterium	AP-DNA-2
0	446	0	2938	2842	G1	2631190	unclassified Antarcticibacterium	AP-DNA-2
0	446	446	2938	2842	S	2908210	Antarcticibacterium sp. 1MA-6-2	AP-DNA-2
0	39	39	211	196	S	2585771	Antarcticibacterium arcticum	AP-DNA-2
0	28	28	167	162	S	2058175	Antarcticibacterium flavum	AP-DNA-2
0	504	56	2891	2589	G	76831	Myroides	AP-DNA-2
0	272	272	1500	1418	S	256	Myroides odoratus	AP-DNA-2
0	68	68	471	410	S	76832	Myroides odoratimimus	AP-DNA-2
0	38	2	178	153	G1	2642485	unclassified Myroides	AP-DNA-2
0	33	33	151	129	S	2968490	Myroides sp. SCSIO 72103	AP-DNA-2
0	2	2	15	12	S	1583100	Myroides sp. A21	AP-DNA-2
0	1	1	6	6	S	1458492	Myroides sp. ZB35	AP-DNA-2
0	26	26	108	90	S	702745	Myroides phaeus	AP-DNA-2
0	18	18	109	95	S	2572594	Myroides fluvii	AP-DNA-2
0	15	15	78	61	S	2562892	Myroides albus	AP-DNA-2
0	11	11	55	49	S	480520	Myroides profundi	AP-DNA-2
0	294	20	2097	1988	G	143222	Salegentibacter	AP-DNA-2
0	237	0	1593	1533	G1	2633436	unclassified Salegentibacter	AP-DNA-2
0	237	237	1593	1533	S	1729720	Salegentibacter sp. T436	AP-DNA-2
0	23	23	137	114	S	270918	Salegentibacter mishustinae	AP-DNA-2
0	14	14	101	79	S	143223	Salegentibacter salegens	AP-DNA-2
0	222	28	1656	1346	G	52959	Polaribacter	AP-DNA-2
0	113	21	807	650	G1	196858	unclassified Polaribacter	AP-DNA-2
0	16	16	68	54	S	754397	Polaribacter sp. SA4-10	AP-DNA-2
0	13	13	62	49	S	1336804	Polaribacter sp. Hel1_33_78	AP-DNA-2
0	10	10	69	57	S	1855336	Polaribacter sp. KT25b	AP-DNA-2
0	9	9	87	61	S	2806551	Polaribacter sp. Q13	AP-DNA-2
0	8	8	86	65	S	2686361	Polaribacter sp. L3A8	AP-DNA-2
0	8	8	45	41	S	2855841	Polaribacter sp. NJDZ03	AP-DNA-2
0	7	7	48	42	S	313598	Polaribacter sp. MED152	AP-DNA-2
0	7	7	69	55	S	1312072	Polaribacter sp. SA4-12	AP-DNA-2
0	7	7	68	58	S	2058137	Polaribacter sp. ALD11	AP-DNA-2
0	4	4	28	21	S	1529069	Polaribacter sp. BM10	AP-DNA-2
0	1	1	17	17	S	1896175	Polaribacter sp. KT 15	AP-DNA-2
0	1	1	8	6	S	2745561	Polaribacter sp. HaHaR_3_91	AP-DNA-2
0	1	1	8	8	S	2745562	Polaribacter sp. AHE13PA	AP-DNA-2
0	17	17	84	66	S	2808900	Polaribacter batillariae	AP-DNA-2
0	14	14	105	70	S	1908341	Polaribacter litorisediminis	AP-DNA-2
0	12	12	91	75	S	1774273	Polaribacter vadi	AP-DNA-2
0	10	10	78	67	S	996801	Polaribacter reichenbachii	AP-DNA-2
0	8	8	55	49	S	326329	Polaribacter dokdonensis	AP-DNA-2
0	6	6	85	66	S	2818493	Polaribacter cellanae	AP-DNA-2
0	4	4	21	19	S	1574269	Polaribacter undariae	AP-DNA-2
0	4	4	47	39	S	2738844	Polaribacter pectinis	AP-DNA-2
0	3	3	26	22	S	985043	Polaribacter sejongensis	AP-DNA-2
0	3	3	37	34	S	1888915	Polaribacter haliotis	AP-DNA-2
0	133	6	732	614	G	286104	Winogradskyella	AP-DNA-2
0	77	2	390	315	G1	2615021	unclassified Winogradskyella	AP-DNA-2
0	22	22	80	61	S	2929510	Winogradskyella sp. MH6	AP-DNA-2
0	17	17	76	58	S	754409	Winogradskyella sp. PG-2	AP-DNA-2
0	16	16	79	68	S	2749995	Winogradskyella sp. HaHa_3_26	AP-DNA-2
0	11	11	68	53	S	1936080	Winogradskyella sp. J14-2	AP-DNA-2
0	9	9	79	67	S	754417	Winogradskyella sp. PC-19	AP-DNA-2
0	17	17	100	91	S	2686077	Winogradskyella forsetii	AP-DNA-2
0	16	16	72	65	S	2697010	Winogradskyella helgolandensis	AP-DNA-2
0	10	10	60	50	S	2686078	Winogradskyella schleiferi	AP-DNA-2
0	7	7	68	59	S	1382466	Winogradskyella sediminis	AP-DNA-2
0	89	1	549	484	G	111500	Muricauda	AP-DNA-2
0	30	30	135	121	S	254955	Muricauda aquimarina	AP-DNA-2
0	17	0	89	81	G1	2615049	unclassified Muricauda	AP-DNA-2
0	10	10	42	38	S	2908842	Muricauda sp. SCSIO 64092	AP-DNA-2
0	7	7	47	43	S	2908843	Muricauda sp. SCSIO 65647	AP-DNA-2
0	15	15	72	65	S	1383885	Muricauda aurantiaca	AP-DNA-2
0	12	0	86	72	S	111501	Muricauda ruestringensis	AP-DNA-2
