experiment_accession	run_accession	description
SRX5103963	SRR8289244	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Plasmodium falciparum_1000 Clostridium sporogenes_1000 Cryptosporidium parvum_1000 Staphylococcus aureus_1000 Staphylococcus epidermidis_1000 Aspergillus fumigatus_1000 Escherichia coli_1000 Shigella flexneri_1000 Bordetella pertussis_1000 Salmonella enterica_1000 Leishmania major_1000 Human mastadenovirus B_1000 Mycobacterium tuberculosis_1000 Pseudomonas aeruginosa_1000
SRX5103962	SRR8289245	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Plasmodium falciparum_1000 Clostridium sporogenes_1000 Cryptosporidium parvum_1000 Staphylococcus aureus_1000 Staphylococcus epidermidis_1000 Aspergillus fumigatus_1000 Escherichia coli_1000 Shigella flexneri_1000 Bordetella pertussis_1000 Salmonella enterica_1000 Leishmania major_1000 Human mastadenovirus B_1000 Mycobacterium tuberculosis_1000 Pseudomonas aeruginosa_1000
SRX5103960	SRR8289247	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: Asymptomatic Subject
SRX5103953	SRR8289254	NextSeq 500 sequencing: DNA sequencing of human plasma with CMV qPCR-inferred concentration of nan IU/ml
SRX5103950	SRR8289257	NextSeq 500 sequencing: DNA sequencing of human plasma with CMV qPCR-inferred concentration of nan IU/ml
SRX5103946	SRR8289261	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: Asymptomatic Subject
SRX5103944	SRR8289263	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: Asymptomatic Subject
SRX5103941	SRR8289266	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103936	SRR8289271	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: Asymptomatic Subject
SRX5103934	SRR8289273	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103933	SRR8289274	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103929	SRR8289278	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Mycobacterium tuberculosis complex_1,000 Shigella flexneri_1,000 Staphylococcus aureus_1,000 Plasmodium falciparum_1,000 Clostridium sporogenes_1,000 Cryptosporidium parvum_1,000 Staphylococcus epidermidis_1,000 Aspergillus fumigatus_1,000 Human mastadenovirus B_1,000 Escherichia coli_1,000 Bordetella pertussis_1,000 Salmonella enterica_1,000 Leishmania major_1,000 Pseudomonas aeruginosa_1,000
SRX5103922	SRR8289285	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Mycobacterium tuberculosis complex_1,000 Shigella flexneri_1,000 Staphylococcus aureus_1,000 Plasmodium falciparum_1,000 Clostridium sporogenes_1,000 Cryptosporidium parvum_1,000 Staphylococcus epidermidis_1,000 Aspergillus fumigatus_1,000 Human mastadenovirus B_1,000 Escherichia coli_1,000 Bordetella pertussis_1,000 Salmonella enterica_1,000 Leishmania major_1,000 Pseudomonas aeruginosa_1,000
SRX5103921	SRR8289286	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Mycobacterium tuberculosis complex_1,000 Shigella flexneri_1,000 Staphylococcus aureus_1,000 Plasmodium falciparum_1,000 Clostridium sporogenes_1,000 Cryptosporidium parvum_1,000 Staphylococcus epidermidis_1,000 Aspergillus fumigatus_1,000 Human mastadenovirus B_1,000 Escherichia coli_1,000 Bordetella pertussis_1,000 Salmonella enterica_1,000 Leishmania major_1,000 Pseudomonas aeruginosa_1,000
SRX5103920	SRR8289287	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Mycobacterium tuberculosis complex_1,000 Shigella flexneri_1,000 Staphylococcus aureus_1,000 Plasmodium falciparum_1,000 Clostridium sporogenes_1,000 Cryptosporidium parvum_1,000 Staphylococcus epidermidis_1,000 Aspergillus fumigatus_1,000 Human mastadenovirus B_1,000 Escherichia coli_1,000 Bordetella pertussis_1,000 Salmonella enterica_1,000 Leishmania major_1,000 Pseudomonas aeruginosa_1,000
SRX5103919	SRR8289288	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Mycobacterium tuberculosis complex_1,000 Shigella flexneri_1,000 Staphylococcus aureus_1,000 Plasmodium falciparum_1,000 Clostridium sporogenes_1,000 Cryptosporidium parvum_1,000 Staphylococcus epidermidis_1,000 Aspergillus fumigatus_1,000 Human mastadenovirus B_1,000 Escherichia coli_1,000 Bordetella pertussis_1,000 Salmonella enterica_1,000 Leishmania major_1,000 Pseudomonas aeruginosa_1,000
SRX5103916	SRR8289291	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: Asymptomatic Subject
SRX5103915	SRR8289292	NextSeq 500 sequencing: DNA sequencing of human plasma at various dillutions: LA-16502 1:16
SRX5103910	SRR8289297	NextSeq 500 sequencing: DNA sequencing of clinical human plasma with previously observed taxa: nan
SRX5103907	SRR8289300	NextSeq 500 sequencing: DNA sequencing of clinical human plasma with previously observed taxa: nan
SRX5103906	SRR8289301	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103902	SRR8289305	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: Asymptomatic Subject
SRX5103900	SRR8289307	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103899	SRR8289308	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103897	SRR8289310	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103896	SRR8289311	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103894	SRR8289313	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103887	SRR8289320	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103885	SRR8289322	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103884	SRR8289323	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103878	SRR8289329	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: Asymptomatic Subject
SRX5103872	SRR8289335	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103869	SRR8289338	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: Asymptomatic Subject
SRX5103865	SRR8289342	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103864	SRR8289343	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103857	SRR8289350	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103856	SRR8289351	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103853	SRR8289354	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103852	SRR8289355	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103851	SRR8289356	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103849	SRR8289358	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103846	SRR8289361	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103845	SRR8289362	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103843	SRR8289364	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103840	SRR8289367	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Staphylococcus epidermidis_1000 Staphylococcus aureus_3000
SRX5103836	SRR8289371	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: Asymptomatic Subject
SRX5103829	SRR8289378	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Mycobacterium tuberculosis complex_3,160 Shigella flexneri_3,160 Staphylococcus aureus_3,160 Plasmodium falciparum_3,160 Clostridium sporogenes_3,160 Cryptosporidium parvum_3,160 Staphylococcus epidermidis_3,160 Aspergillus fumigatus_3,160 Human mastadenovirus B_3,160 Escherichia coli_3,160 Bordetella pertussis_3,160 Salmonella enterica_3,160 Leishmania major_3,160 Pseudomonas aeruginosa_3,160
SRX5103828	SRR8289379	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Mycobacterium tuberculosis complex_3,160 Shigella flexneri_3,160 Staphylococcus aureus_3,160 Plasmodium falciparum_3,160 Clostridium sporogenes_3,160 Cryptosporidium parvum_3,160 Staphylococcus epidermidis_3,160 Aspergillus fumigatus_3,160 Human mastadenovirus B_3,160 Escherichia coli_3,160 Bordetella pertussis_3,160 Salmonella enterica_3,160 Leishmania major_3,160 Pseudomonas aeruginosa_3,160
SRX5103827	SRR8289380	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Mycobacterium tuberculosis complex_3,160 Shigella flexneri_3,160 Staphylococcus aureus_3,160 Plasmodium falciparum_3,160 Clostridium sporogenes_3,160 Cryptosporidium parvum_3,160 Staphylococcus epidermidis_3,160 Aspergillus fumigatus_3,160 Human mastadenovirus B_3,160 Escherichia coli_3,160 Bordetella pertussis_3,160 Salmonella enterica_3,160 Leishmania major_3,160 Pseudomonas aeruginosa_3,160
SRX5103825	SRR8289381	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Mycobacterium tuberculosis complex_3,160 Shigella flexneri_3,160 Staphylococcus aureus_3,160 Plasmodium falciparum_3,160 Clostridium sporogenes_3,160 Cryptosporidium parvum_3,160 Staphylococcus epidermidis_3,160 Aspergillus fumigatus_3,160 Human mastadenovirus B_3,160 Escherichia coli_3,160 Bordetella pertussis_3,160 Salmonella enterica_3,160 Leishmania major_3,160 Pseudomonas aeruginosa_3,160
SRX5103823	SRR8289383	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Mycobacterium tuberculosis complex_1,000 Shigella flexneri_1,000 Staphylococcus aureus_1,000 Plasmodium falciparum_1,000 Clostridium sporogenes_1,000 Cryptosporidium parvum_1,000 Staphylococcus epidermidis_1,000 Aspergillus fumigatus_1,000 Human mastadenovirus B_1,000 Escherichia coli_1,000 Bordetella pertussis_1,000 Salmonella enterica_1,000 Leishmania major_1,000 Pseudomonas aeruginosa_1,000
SRX5103817	SRR8289389	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Mycobacterium tuberculosis complex_1,000 Shigella flexneri_1,000 Staphylococcus aureus_1,000 Plasmodium falciparum_1,000 Clostridium sporogenes_1,000 Cryptosporidium parvum_1,000 Staphylococcus epidermidis_1,000 Aspergillus fumigatus_1,000 Human mastadenovirus B_1,000 Escherichia coli_1,000 Bordetella pertussis_1,000 Salmonella enterica_1,000 Leishmania major_1,000 Pseudomonas aeruginosa_1,000
SRX5103813	SRR8289394	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: Asymptomatic Subject
SRX5103811	SRR8289396	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103805	SRR8289402	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Mycobacterium tuberculosis complex_10,000 Shigella flexneri_10,000 Staphylococcus aureus_10,000
SRX5103798	SRR8289409	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5103794	SRR8289414	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Plasmodium falciparum_1000 Clostridium sporogenes_1000 Cryptosporidium parvum_1000 Staphylococcus aureus_1000 Staphylococcus epidermidis_1000 Aspergillus fumigatus_1000 Escherichia coli_1000 Shigella flexneri_1000 Bordetella pertussis_1000 Salmonella enterica_1000 Leishmania major_1000 Human mastadenovirus B_1000 Mycobacterium tuberculosis_1000 Pseudomonas aeruginosa_1000
SRX5103791	SRR8289416	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Mycobacterium tuberculosis complex_10 Shigella flexneri_10 Staphylococcus aureus_10 Plasmodium falciparum_10 Clostridium sporogenes_10 Cryptosporidium parvum_10 Staphylococcus epidermidis_10 Aspergillus fumigatus_10 Human mastadenovirus B_10 Escherichia coli_10 Bordetella pertussis_10 Salmonella enterica_10 Leishmania major_10 Pseudomonas aeruginosa_10
SRX5103790	SRR8289417	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Mycobacterium tuberculosis complex_10 Shigella flexneri_10 Staphylococcus aureus_10 Plasmodium falciparum_10 Clostridium sporogenes_10 Cryptosporidium parvum_10 Staphylococcus epidermidis_10 Aspergillus fumigatus_10 Human mastadenovirus B_10 Escherichia coli_10 Bordetella pertussis_10 Salmonella enterica_10 Leishmania major_10 Pseudomonas aeruginosa_10
SRX5103787	SRR8289421	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Plasmodium falciparum_1000 Clostridium sporogenes_1000 Cryptosporidium parvum_1000 Staphylococcus aureus_1000 Staphylococcus epidermidis_1000 Aspergillus fumigatus_1000 Escherichia coli_1000 Shigella flexneri_1000 Bordetella pertussis_1000 Salmonella enterica_1000 Leishmania major_1000 Human mastadenovirus B_1000 Mycobacterium tuberculosis_1000 Pseudomonas aeruginosa_1000
SRX5103785	SRR8289422	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Plasmodium falciparum_1000 Clostridium sporogenes_1000 Cryptosporidium parvum_1000 Staphylococcus aureus_1000 Staphylococcus epidermidis_1000 Aspergillus fumigatus_1000 Escherichia coli_1000 Shigella flexneri_1000 Bordetella pertussis_1000 Salmonella enterica_1000 Leishmania major_1000 Human mastadenovirus B_1000 Mycobacterium tuberculosis_1000 Pseudomonas aeruginosa_1000
SRX5103780	SRR8289427	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Plasmodium falciparum_1000 Clostridium sporogenes_1000 Cryptosporidium parvum_1000 Staphylococcus aureus_1000 Staphylococcus epidermidis_1000 Aspergillus fumigatus_1000 Escherichia coli_1000 Shigella flexneri_1000 Bordetella pertussis_1000 Salmonella enterica_1000 Leishmania major_1000 Human mastadenovirus B_1000 Mycobacterium tuberculosis_1000 Pseudomonas aeruginosa_1000
SRX5103778	SRR8289429	NextSeq 500 sequencing: DNA sequencing of human plasma with CMV qPCR-inferred concentration of nan IU/ml
SRX5103773	SRR8289434	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5104154	SRR8289437	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: Asymptomatic Subject
SRX5104153	SRR8289438	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5104152	SRR8289439	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5104151	SRR8289440	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5104150	SRR8289441	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5104148	SRR8289443	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5104147	SRR8289444	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5104144	SRR8289447	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5104142	SRR8289449	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5104141	SRR8289450	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5104139	SRR8289452	NextSeq 500 sequencing: DNA Sequencing of Human Plasma: SEP-SEQ Study Subject
SRX5104136	SRR8289455	NextSeq 500 sequencing: DNA sequencing of human plasma spiked with sheared pathogen DNA. 'organism1_conc1 organism2_conc2 ...' with conc in molecules per microliter: Mycobacterium tuberculosis complex_10,000 Shigella flexneri_10,000 Staphylococcus aureus_10,000 Plasmodium falciparum_10,000 Clostridium sporogenes_10,000 Cryptosporidium parvum_10,000 Staphylococcus epidermidis_10,000 Aspergillus fumigatus_10,000 Human mastadenovirus B_10,000 Escherichia coli_10,000 Bordetella pertussis_10,000 Salmonella enterica_10,000 Leishmania major_10,000 Pseudomonas aeruginosa_10,000
